CAP;RS_Recapitista;RS_Lotto;RS_Plico;RS_Foglio;RS_20;RS_dem;RS_21_50;RS_51_100;RS_101_250;RS_251_350;RS_351_1000 ;RS_1001_2000;AR_Recapitista;AR_Lotto;AR_Plico;AR_Foglio;AR_20;AR_dem;AR_21_50;AR_51_100;AR_101_250;AR_251_350;AR_351_1000;AR_1001_2000;890_Recapitista;890_Lotto;890_Plico;890_Foglio;890_20;890_dem;890_21_50;890_51_100;890_101_250;890_251_350;890_351_1000;890_1001_2000
30037;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30038;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30039;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30121;Poste ;24;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;29;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30122;Poste ;24;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;29;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30123;Poste ;24;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;29;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30124;Poste ;24;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;29;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30125;Poste ;24;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;29;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30126;Poste ;24;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;29;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30132;Poste ;24;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;29;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30133;Poste ;24;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;29;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30135;Poste ;24;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;29;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30141;Poste ;24;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;29;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30142;Poste ;24;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;29;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30171;Poste ;24;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;29;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30172;Poste ;24;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;29;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30173;Poste ;24;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;29;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30174;Poste ;24;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;29;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30175;Poste ;24;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;29;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
30176;Poste ;24;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;29;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31010;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31011;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31012;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31013;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31014;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31015;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31016;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31017;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31018;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31020;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31021;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31022;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31023;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31024;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31025;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31026;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31027;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31028;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31029;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31030;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31031;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31032;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31033;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31034;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31035;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31036;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31037;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31038;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31039;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31040;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31041;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31042;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31043;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31044;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31045;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31046;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31047;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31048;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31049;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31050;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31051;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31052;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31053;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31054;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31055;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31056;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31057;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31058;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31059;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
31100;Poste ;24;0,09;0,03;2,13;0,02;2,58;2,92;3,31;3,65;4,30;5,12;Poste ;29;0,27;0,03;3,20;0,07;3,65;3,99;4,38;4,72;5,37;6,19;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32010;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32012;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32013;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32014;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32016;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32020;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32021;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32022;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32023;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32026;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32027;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32030;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32031;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32032;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32033;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32034;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32035;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32036;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32037;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32038;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32040;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32041;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32042;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32043;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
32044;Poste ;24;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;29;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;5;0,27;0,03;7,22;0,13;8,72;8,72;9,43;9,43;10,36;10,36
