CAP,Regione,Provincia,RS,RS_AREA,RS_lotto,RS_Recapitista,DEF_RS_Costo_Foglio_aggiuntivo,DEF_RS_20gr,DEF_RS_21-50gr,DEF_RS_51-100gr,DEF_RS_101-250gr,DEF_RS_251-350gr,DEF_RS_351-1000gr,DEF_RS_1001-2000gr,AR,AR_AREA,AR_lotto,AR_Recapitista,DEF_AR_Costo_Foglio_aggiuntivo,DEF_AR_20gr,DEF_AR_21-50gr,DEF_AR_51-100gr,DEF_AR_101-250gr,DEF_AR_251-350gr,DEF_AR_351-1000gr,DEF_AR_1001-2000gr,890,890_lotto,890_Recapista,DEF_890_Costo_Foglio_aggiuntivo,DEF_890_20gr,DEF_890_21-50gr,DEF_890_51-100gr,DEF_890_101-250gr,DEF_890_251-350gr,DEF_890_351-1000gr,DEF_890_1001-2000gr,AR+Area,RS+Area,Grado Copertura
06031,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06033,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06034,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
06035,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06036,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06038,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06039,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06040,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06041,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06042,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06043,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06044,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
06045,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06046,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06047,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06049,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
06050,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06051,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06053,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06054,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06055,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06056,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06057,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06059,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06060,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06061,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
06062,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
06063,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
06064,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06065,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
06066,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06068,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06069,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
06072,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06073,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
06081,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
06083,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
06084,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
06089,Umbria,Perugia,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
06121,Umbria,Perugia,RS,CP,23,Poste ,"0,03 €","2,41 €","2,89 €","3,26 €","3,68 €","4,05 €","4,74 €","5,63 €",AR,CP,28,Poste ,"0,03 €","3,79 €","4,27 €","4,64 €","5,06 €","5,43 €","6,13 €","7,01 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28CP,23CP,Completo
06122,Umbria,Perugia,RS,CP,23,Poste ,"0,03 €","2,41 €","2,89 €","3,26 €","3,68 €","4,05 €","4,74 €","5,63 €",AR,CP,28,Poste ,"0,03 €","3,79 €","4,27 €","4,64 €","5,06 €","5,43 €","6,13 €","7,01 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28CP,23CP,Completo
06123,Umbria,Perugia,RS,CP,23,Poste ,"0,03 €","2,41 €","2,89 €","3,26 €","3,68 €","4,05 €","4,74 €","5,63 €",AR,CP,28,Poste ,"0,03 €","3,79 €","4,27 €","4,64 €","5,06 €","5,43 €","6,13 €","7,01 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28CP,23CP,Completo
06124,Umbria,Perugia,RS,CP,23,Poste ,"0,03 €","2,41 €","2,89 €","3,26 €","3,68 €","4,05 €","4,74 €","5,63 €",AR,CP,28,Poste ,"0,03 €","3,79 €","4,27 €","4,64 €","5,06 €","5,43 €","6,13 €","7,01 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28CP,23CP,Completo
06125,Umbria,Perugia,RS,CP,23,Poste ,"0,03 €","2,41 €","2,89 €","3,26 €","3,68 €","4,05 €","4,74 €","5,63 €",AR,CP,28,Poste ,"0,03 €","3,79 €","4,27 €","4,64 €","5,06 €","5,43 €","6,13 €","7,01 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28CP,23CP,Completo
06126,Umbria,Perugia,RS,CP,23,Poste ,"0,03 €","2,41 €","2,89 €","3,26 €","3,68 €","4,05 €","4,74 €","5,63 €",AR,CP,28,Poste ,"0,03 €","3,79 €","4,27 €","4,64 €","5,06 €","5,43 €","6,13 €","7,01 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28CP,23CP,Completo
06127,Umbria,Perugia,RS,CP,23,Poste ,"0,03 €","2,41 €","2,89 €","3,26 €","3,68 €","4,05 €","4,74 €","5,63 €",AR,CP,28,Poste ,"0,03 €","3,79 €","4,27 €","4,64 €","5,06 €","5,43 €","6,13 €","7,01 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28CP,23CP,Completo
06128,Umbria,Perugia,RS,CP,23,Poste ,"0,03 €","2,41 €","2,89 €","3,26 €","3,68 €","4,05 €","4,74 €","5,63 €",AR,CP,28,Poste ,"0,03 €","3,79 €","4,27 €","4,64 €","5,06 €","5,43 €","6,13 €","7,01 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28CP,23CP,Completo
06129,Umbria,Perugia,RS,CP,23,Poste ,"0,03 €","2,41 €","2,89 €","3,26 €","3,68 €","4,05 €","4,74 €","5,63 €",AR,CP,28,Poste ,"0,03 €","3,79 €","4,27 €","4,64 €","5,06 €","5,43 €","6,13 €","7,01 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28CP,23CP,Completo
06131,Umbria,Perugia,RS,CP,23,Poste ,"0,03 €","2,41 €","2,89 €","3,26 €","3,68 €","4,05 €","4,74 €","5,63 €",AR,CP,28,Poste ,"0,03 €","3,79 €","4,27 €","4,64 €","5,06 €","5,43 €","6,13 €","7,01 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28CP,23CP,Completo
06132,Umbria,Perugia,RS,CP,23,Poste ,"0,03 €","2,41 €","2,89 €","3,26 €","3,68 €","4,05 €","4,74 €","5,63 €",AR,CP,28,Poste ,"0,03 €","3,79 €","4,27 €","4,64 €","5,06 €","5,43 €","6,13 €","7,01 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28CP,23CP,Completo
06133,Umbria,Perugia,RS,CP,23,Poste ,"0,03 €","2,41 €","2,89 €","3,26 €","3,68 €","4,05 €","4,74 €","5,63 €",AR,CP,28,Poste ,"0,03 €","3,79 €","4,27 €","4,64 €","5,06 €","5,43 €","6,13 €","7,01 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28CP,23CP,Scoperto
06134,Umbria,Perugia,RS,CP,23,Poste ,"0,03 €","2,41 €","2,89 €","3,26 €","3,68 €","4,05 €","4,74 €","5,63 €",AR,CP,28,Poste ,"0,03 €","3,79 €","4,27 €","4,64 €","5,06 €","5,43 €","6,13 €","7,01 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28CP,23CP,Scoperto
06135,Umbria,Perugia,RS,CP,23,Poste ,"0,03 €","2,41 €","2,89 €","3,26 €","3,68 €","4,05 €","4,74 €","5,63 €",AR,CP,28,Poste ,"0,03 €","3,79 €","4,27 €","4,64 €","5,06 €","5,43 €","6,13 €","7,01 €",890,12,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28CP,23CP,Completo
07010,Sardegna,Sassari,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,99,FSU,"0,03 €","9,97 €","10,98 €","10,98 €","11,87 €","11,87 €","13,02 €","13,02 €",28EU,23EU,Scoperto
07011,Sardegna,Sassari,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,20,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
07012,Sardegna,Sassari,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,20,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
07013,Sardegna,Sassari,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,20,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
07014,Sardegna,Sassari,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,20,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
07015,Sardegna,Sassari,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,20,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
07016,Sardegna,Sassari,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,20,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
07017,Sardegna,Sassari,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,20,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
07018,Sardegna,Sassari,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,20,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
07019,Sardegna,Sassari,RS,EU,23,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,28,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,20,RTI Sailpost-Snem,"0,03 €","8,51 €","9,37 €","9,37 €","10,12 €","10,12 €","11,10 €","11,10 €",28EU,23EU,Completo
