CAP,Regione,Provincia,RS,RS_AREA,RS_lotto,RS_Recapitista,DEF_RS_Costo_Foglio_aggiuntivo,DEF_RS_20gr,DEF_RS_21-50gr,DEF_RS_51-100gr,DEF_RS_101-250gr,DEF_RS_251-350gr,DEF_RS_351-1000gr,DEF_RS_1001-2000gr,AR,AR_AREA,AR_lotto,AR_Recapitista,DEF_AR_Costo_Foglio_aggiuntivo,DEF_AR_20gr,DEF_AR_21-50gr,DEF_AR_51-100gr,DEF_AR_101-250gr,DEF_AR_251-350gr,DEF_AR_351-1000gr,DEF_AR_1001-2000gr,890,890_lotto,890_Recapista,DEF_890_Costo_Foglio_aggiuntivo,DEF_890_20gr,DEF_890_21-50gr,DEF_890_51-100gr,DEF_890_101-250gr,DEF_890_251-350gr,DEF_890_351-1000gr,DEF_890_1001-2000gr,AR+Area,RS+Area,Grado Copertura
84060,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84061,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84062,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84065,Campania,Salerno,RS,EU,97,FSU,"0,03 €","3,02 €","3,72 €","4,10 €","4,51 €","4,84 €","5,57 €","6,44 €",AR,EU,98,FSU,"0,03 €","4,40 €","5,10 €","5,48 €","5,89 €","6,22 €","6,95 €","7,83 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",98EU,97EU,Scoperto
84066,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84067,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84068,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84069,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84070,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84073,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84074,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84075,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84076,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84077,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84078,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84079,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84080,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84081,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84082,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84083,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84084,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84085,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84086,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84087,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84088,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84090,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84091,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84092,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84095,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84096,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84098,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84099,Campania,Salerno,RS,EU,22,RTI Fulmine - Sol. Camp.,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,61 €","4,17 €","4,47 €","4,80 €","5,06 €","5,66 €","6,35 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27EU,22EU,Completo
84121,Campania,Salerno,RS,CP,22,RTI Fulmine - Sol. Camp.,"0,03 €","1,95 €","2,34 €","2,63 €","2,96 €","3,26 €","3,81 €","4,52 €",AR,CP,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,12 €","3,50 €","3,80 €","4,13 €","4,43 €","4,98 €","5,69 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27CP,22CP,Completo
84122,Campania,Salerno,RS,CP,22,RTI Fulmine - Sol. Camp.,"0,03 €","1,95 €","2,34 €","2,63 €","2,96 €","3,26 €","3,81 €","4,52 €",AR,CP,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,12 €","3,50 €","3,80 €","4,13 €","4,43 €","4,98 €","5,69 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27CP,22CP,Completo
84123,Campania,Salerno,RS,CP,22,RTI Fulmine - Sol. Camp.,"0,03 €","1,95 €","2,34 €","2,63 €","2,96 €","3,26 €","3,81 €","4,52 €",AR,CP,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,12 €","3,50 €","3,80 €","4,13 €","4,43 €","4,98 €","5,69 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27CP,22CP,Completo
84124,Campania,Salerno,RS,CP,22,RTI Fulmine - Sol. Camp.,"0,03 €","1,95 €","2,34 €","2,63 €","2,96 €","3,26 €","3,81 €","4,52 €",AR,CP,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,12 €","3,50 €","3,80 €","4,13 €","4,43 €","4,98 €","5,69 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27CP,22CP,Completo
84125,Campania,Salerno,RS,CP,22,RTI Fulmine - Sol. Camp.,"0,03 €","1,95 €","2,34 €","2,63 €","2,96 €","3,26 €","3,81 €","4,52 €",AR,CP,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,12 €","3,50 €","3,80 €","4,13 €","4,43 €","4,98 €","5,69 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27CP,22CP,Completo
84126,Campania,Salerno,RS,CP,22,RTI Fulmine - Sol. Camp.,"0,03 €","1,95 €","2,34 €","2,63 €","2,96 €","3,26 €","3,81 €","4,52 €",AR,CP,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,12 €","3,50 €","3,80 €","4,13 €","4,43 €","4,98 €","5,69 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27CP,22CP,Completo
84127,Campania,Salerno,RS,CP,22,RTI Fulmine - Sol. Camp.,"0,03 €","1,95 €","2,34 €","2,63 €","2,96 €","3,26 €","3,81 €","4,52 €",AR,CP,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,12 €","3,50 €","3,80 €","4,13 €","4,43 €","4,98 €","5,69 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27CP,22CP,Completo
84128,Campania,Salerno,RS,CP,22,RTI Fulmine - Sol. Camp.,"0,03 €","1,95 €","2,34 €","2,63 €","2,96 €","3,26 €","3,81 €","4,52 €",AR,CP,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,12 €","3,50 €","3,80 €","4,13 €","4,43 €","4,98 €","5,69 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27CP,22CP,Completo
84129,Campania,Salerno,RS,CP,22,RTI Fulmine - Sol. Camp.,"0,03 €","1,95 €","2,34 €","2,63 €","2,96 €","3,26 €","3,81 €","4,52 €",AR,CP,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,12 €","3,50 €","3,80 €","4,13 €","4,43 €","4,98 €","5,69 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27CP,22CP,Completo
84131,Campania,Salerno,RS,CP,22,RTI Fulmine - Sol. Camp.,"0,03 €","1,95 €","2,34 €","2,63 €","2,96 €","3,26 €","3,81 €","4,52 €",AR,CP,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,12 €","3,50 €","3,80 €","4,13 €","4,43 €","4,98 €","5,69 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27CP,22CP,Completo
84132,Campania,Salerno,RS,CP,22,RTI Fulmine - Sol. Camp.,"0,03 €","1,95 €","2,34 €","2,63 €","2,96 €","3,26 €","3,81 €","4,52 €",AR,CP,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,12 €","3,50 €","3,80 €","4,13 €","4,43 €","4,98 €","5,69 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27CP,22CP,Completo
84133,Campania,Salerno,RS,CP,22,RTI Fulmine - Sol. Camp.,"0,03 €","1,95 €","2,34 €","2,63 €","2,96 €","3,26 €","3,81 €","4,52 €",AR,CP,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,12 €","3,50 €","3,80 €","4,13 €","4,43 €","4,98 €","5,69 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27CP,22CP,Completo
84134,Campania,Salerno,RS,CP,22,RTI Fulmine - Sol. Camp.,"0,03 €","1,95 €","2,34 €","2,63 €","2,96 €","3,26 €","3,81 €","4,52 €",AR,CP,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,12 €","3,50 €","3,80 €","4,13 €","4,43 €","4,98 €","5,69 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27CP,22CP,Completo
84135,Campania,Salerno,RS,CP,22,RTI Fulmine - Sol. Camp.,"0,03 €","1,95 €","2,34 €","2,63 €","2,96 €","3,26 €","3,81 €","4,52 €",AR,CP,27,RTI Fulmine - Sol. Camp.,"0,03 €","3,12 €","3,50 €","3,80 €","4,13 €","4,43 €","4,98 €","5,69 €",890,15,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",27CP,22CP,Completo
85010,Basilicata,Potenza,RS,EU,97,FSU,"0,03 €","3,02 €","3,72 €","4,10 €","4,51 €","4,84 €","5,57 €","6,44 €",AR,EU,30,POST & SERVICE,"0,03 €","3,46 €","3,99 €","4,27 €","4,58 €","4,82 €","5,38 €","6,03 €",890,16,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",30EU,97EU,Scoperto
85011,Basilicata,Potenza,RS,EU,25,RTI Fulmine - Forgilu,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,30,POST & SERVICE,"0,03 €","3,46 €","3,99 €","4,27 €","4,58 €","4,82 €","5,38 €","6,03 €",890,16,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",30EU,25EU,Completo
85012,Basilicata,Potenza,RS,EU,25,RTI Fulmine - Forgilu,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,30,POST & SERVICE,"0,03 €","3,46 €","3,99 €","4,27 €","4,58 €","4,82 €","5,38 €","6,03 €",890,16,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",30EU,25EU,Completo
85013,Basilicata,Potenza,RS,EU,25,RTI Fulmine - Forgilu,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,30,POST & SERVICE,"0,03 €","3,46 €","3,99 €","4,27 €","4,58 €","4,82 €","5,38 €","6,03 €",890,16,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",30EU,25EU,Completo
85014,Basilicata,Potenza,RS,EU,25,RTI Fulmine - Forgilu,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,30,POST & SERVICE,"0,03 €","3,46 €","3,99 €","4,27 €","4,58 €","4,82 €","5,38 €","6,03 €",890,16,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",30EU,25EU,Completo
85015,Basilicata,Potenza,RS,EU,25,RTI Fulmine - Forgilu,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,30,POST & SERVICE,"0,03 €","3,46 €","3,99 €","4,27 €","4,58 €","4,82 €","5,38 €","6,03 €",890,16,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",30EU,25EU,Completo
85016,Basilicata,Potenza,RS,EU,25,RTI Fulmine - Forgilu,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,30,POST & SERVICE,"0,03 €","3,46 €","3,99 €","4,27 €","4,58 €","4,82 €","5,38 €","6,03 €",890,16,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",30EU,25EU,Completo
85017,Basilicata,Potenza,RS,EU,25,RTI Fulmine - Forgilu,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,30,POST & SERVICE,"0,03 €","3,46 €","3,99 €","4,27 €","4,58 €","4,82 €","5,38 €","6,03 €",890,16,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",30EU,25EU,Completo
85018,Basilicata,Potenza,RS,EU,97,FSU,"0,03 €","3,02 €","3,72 €","4,10 €","4,51 €","4,84 €","5,57 €","6,44 €",AR,EU,30,POST & SERVICE,"0,03 €","3,46 €","3,99 €","4,27 €","4,58 €","4,82 €","5,38 €","6,03 €",890,16,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",30EU,97EU,Scoperto
85020,Basilicata,Potenza,RS,EU,97,FSU,"0,03 €","3,02 €","3,72 €","4,10 €","4,51 €","4,84 €","5,57 €","6,44 €",AR,EU,30,POST & SERVICE,"0,03 €","3,46 €","3,99 €","4,27 €","4,58 €","4,82 €","5,38 €","6,03 €",890,16,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",30EU,97EU,Scoperto
85021,Basilicata,Potenza,RS,EU,97,FSU,"0,03 €","3,02 €","3,72 €","4,10 €","4,51 €","4,84 €","5,57 €","6,44 €",AR,EU,30,POST & SERVICE,"0,03 €","3,46 €","3,99 €","4,27 €","4,58 €","4,82 €","5,38 €","6,03 €",890,16,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",30EU,97EU,Scoperto
85022,Basilicata,Potenza,RS,EU,25,RTI Fulmine - Forgilu,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,30,POST & SERVICE,"0,03 €","3,46 €","3,99 €","4,27 €","4,58 €","4,82 €","5,38 €","6,03 €",890,16,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",30EU,25EU,Completo
85023,Basilicata,Potenza,RS,EU,25,RTI Fulmine - Forgilu,"0,03 €","2,44 €","3,01 €","3,30 €","3,63 €","3,90 €","4,49 €","5,19 €",AR,EU,30,POST & SERVICE,"0,03 €","3,46 €","3,99 €","4,27 €","4,58 €","4,82 €","5,38 €","6,03 €",890,16,Poste ,"0,03 €","7,55 €","9,03 €","9,03 €","9,74 €","9,74 €","10,65 €","10,65 €",30EU,25EU,Completo
